year;site;phenotype;id;ps_flor;n_ovu;polen_type;max_polen;min_polen
2021;palmar;276;4;0.089;7;microspora;18;18
2021;palmar;276;5;0.098;5;microspora;22.5;18
2021;palmar;276;6;0.092;9;microspora;22.5;22.5
2021;palmar;276;7;0.0113;7;microspora;22.5;19.5
2021;palmar;276;8;0.094;6;microspora;19.5;18
2021;palmar;276;9;0.082;9;microspora;19.5;18
2021;palmar;276;10;0.0117;7;microspora;22.5;19.5
2021;palmar;280;1;0.0154;3;grano de polen;24;24
2021;palmar;280;2;0.012;5;grano de polen;25.5;24
2021;palmar;280;3;0.011;2;grano de polen;27;27
2021;palmar;280;4;0.072;6;grano de polen;25.5;25.5
2021;palmar;280;5;0.01;3;grano de polen;27;27
2021;palmar;280;6;0.015;3;grano de polen;27;22.5
2021;palmar;280;7;0.092;3;grano de polen;22.5;21
2021;palmar;280;8;0.091;5;grano de polen;22.5;22.5
2021;palmar;280;9;0.094;3;grano de polen;22.5;19.5
2021;palmar;280;10;0.019;5;grano de polen;22.5;22.5
2021;palmar;281;1;0.083;4;capullos muy chicos;21;19.5
2021;palmar;281;2;0.019;6;capullos muy chicos;13.5;10.5
2021;palmar;281;3;0.0116;5;capullos muy chicos;15;12
2021;palmar;281;4;0.089;4;capullos muy chicos;12;12
2021;palmar;281;5;0.094;5;NA;NA;NA
2021;palmar;281;6;0.093;8;NA;NA;NA
2021;palmar;281;7;0.073;5;NA;NA;NA
2021;palmar;281;8;0.0128;8;NA;NA;NA
2021;palmar;281;9;0.04;5;NA;NA;NA
2021;palmar;281;10;0.071;4;NA;NA;NA
2021;palmar;284;1;0.097;5;microspora;19.5;19.5
2021;palmar;284;2;0.074;5;microspora;19.5;15
2021;palmar;284;3;0.013;4;microspora;16.5;15
2021;palmar;284;4;0.0116;1;microspora;16.5;15
2021;palmar;284;5;0.0115;5;microspora;19.5;15
2021;palmar;284;6;0.0123;7;microspora;21;18
2021;palmar;284;7;0.0118;3;microspora;21;15
2021;palmar;284;8;0.0112;4;microspora;18;16.5
2021;palmar;284;9;0.0132;1;microspora;21;18
2021;palmar;284;10;0.092;5;microspora;18;18
2021;palmar;285;1;0.097;4;microspora;15;22.5
2021;palmar;285;2;0.099;7;microspora;15;15
2021;palmar;285;3;0.012;3;microspora;15;22.5
2021;palmar;285;4;0.0125;4;microspora;15;22.5
2021;palmar;285;5;0.078;4;microspora;21;21
2021;palmar;285;6;0.012;4;microspora;30;22.5
2021;palmar;285;7;0.01;9;microspora;30;22.5
2021;palmar;285;8;0.0122;4;microspora;22.5;21
2021;palmar;285;9;0.011;4;microspora;15;19.5
2021;palmar;285;10;0.09;4;microspora;15;19.5
2021;palmar;286;1;0.088;3;microspora;22.5;22.5
2021;palmar;286;2;0.075;6;microspora;22.5;22.5
2021;palmar;286;3;0.098;4;microspora;22.5;22.5
2021;palmar;286;4;0.082;4;microspora;22.5;19.5
2021;palmar;286;5;0.088;3;microspora;24;19.5
2021;palmar;286;6;0.078;4;microspora;24;22.5
2021;palmar;286;7;0.081;6;microspora;22.5;19.5
2021;palmar;286;8;0.07;6;microspora;22.5;22.5
2021;palmar;286;9;0.095;5;microspora;19.5;19.5
2021;palmar;286;10;0.097;5;microspora;22.5;22.5
2021;palmar;287;1;0.09;3;microspora;22.5;22.5
2021;palmar;287;2;0.0113;3;microspora;22.5;22.5
2021;palmar;287;3;0.084;4;microspora;24;22.5
2021;palmar;287;4;0.0148;4;microspora;22.5;18
2021;palmar;287;5;0.082;7;microspora;19.5;19.5
2021;palmar;287;6;0.089;6;microspora;22.5;19.5
2021;palmar;287;7;0.016;6;microspora;22.5;18
2021;palmar;287;8;0.0111;6;microspora;22.5;22.5
2021;palmar;287;9;0.0111;1;microspora;22.5;21
2021;palmar;287;10;0.099;6;microspora;27;19.5
2021;palmar;288;1;0.017;8;microspora;18;16.5
2021;palmar;288;2;0.011;5;microspora;18;12
2021;palmar;288;3;0.0118;4;microspora;19.5;12
2021;palmar;288;4;0.011;6;microspora;19.5;19.5
2021;palmar;288;5;0.0126;5;microspora;21;15
2021;palmar;288;6;0.01;5;microspora;19.5;18
2021;palmar;288;7;0.011;5;microspora;19.5;19.5
2021;palmar;288;8;0.0128;4;microspora;19.5;12
2021;palmar;288;9;0.0144;6;microspora;21;18
2021;palmar;288;10;0.0133;6;microspora;19.5;19.5
2021;palmar;289;1;0.094;6;microspora;21;21
2021;palmar;289;2;0.092;4;microspora;24;16.5
2021;palmar;289;3;0.01;6;microspora;22.5;16.5
2021;palmar;289;4;0.067;8;microspora;21;21
2021;palmar;289;5;0.085;5;microspora;21;21
2021;palmar;289;6;0.085;2;microspora;22.5;22.5
2021;palmar;289;7;0.019;5;microspora;22.5;22.5
2021;palmar;289;8;0.018;5;microspora;22.5;21
2021;palmar;289;9;0.075;2;microspora;22.5;19.5
2021;palmar;289;10;NA;4;microspora;21;19.5
2021;gualeguaychu;305;1;0.0136;4;microspora;21;21
2021;gualeguaychu;305;2;0.0122;4;microspora;21;21
2021;gualeguaychu;305;3;0.0127;4;microspora;22.5;15
2021;gualeguaychu;305;4;0.0142;5;microspora;22.5;22.5
2021;gualeguaychu;305;5;0.0126;5;microspora;21;19.5
2021;gualeguaychu;305;6;0.012;5;microspora;24;15
2021;gualeguaychu;305;7;0.091;5;microspora;24;22.5
2021;gualeguaychu;305;8;0.0133;4;microspora;22.5;22.5
2021;gualeguaychu;305;9;0.015;6;microspora;22.5;21
2021;gualeguaychu;305;10;0.0132;6;microspora;24;22.5
2021;gualeguaychu;306;1;0.067;7;microspora;21;21
2021;gualeguaychu;306;2;0.089;5;microspora;21;16.5
2021;gualeguaychu;306;3;0.072;5;microspora;22.5;15
2021;gualeguaychu;306;4;0.072;5;microspora;22.5;21
2021;gualeguaychu;306;5;0.093;6;microspora;15;15
2021;gualeguaychu;306;6;0.088;6;microspora;21;21
2021;gualeguaychu;306;7;0.019;6;microspora;18;18
2021;gualeguaychu;306;8;0.0118;6;microspora;22.5;19.5
2021;gualeguaychu;306;9;0.016;7;microspora;18;18
2021;gualeguaychu;306;10;0.083;5;microspora;22.5;22.5
2021;gualeguaychu;321;1;NA;4;microspora;24;21
2021;gualeguaychu;321;2;NA;3;microspora;21;18
2021;gualeguaychu;321;3;NA;7;microspora;24;22.5
2021;gualeguaychu;321;4;NA;4;microspora;22.5;16.5
2021;gualeguaychu;321;5;NA;3;microspora;22.5;22.5
2021;gualeguaychu;321;6;NA;2;microspora;22.5;22.5
2021;gualeguaychu;321;7;NA;5;microspora;24;22.5
2021;gualeguaychu;321;8;NA;3;microspora;22.5;19.5
2021;gualeguaychu;321;9;NA;3;microspora;24;21
2021;gualeguaychu;321;10;NA;4;microspora;19.5;18
2021;gualeguaychu;324;1;0.062;7;NA;NA;NA
2021;gualeguaychu;324;2;0.083;5;NA;NA;NA
2021;gualeguaychu;324;3;0.056;5;NA;NA;NA
2021;gualeguaychu;324;4;0.08;6;NA;NA;NA
2021;gualeguaychu;324;5;0.076;6;NA;NA;NA
2021;gualeguaychu;324;6;0.0125;7;NA;NA;NA
2021;gualeguaychu;324;7;0.045;5;NA;NA;NA
2021;gualeguaychu;324;8;0.041;5;NA;NA;NA
2021;gualeguaychu;324;9;0.054;3;NA;NA;NA
2021;gualeguaychu;324;10;0.083;3;NA;NA;NA
2021;gualeguaychu;325;1;0.031;9;NA;NA;NA
2021;gualeguaychu;325;2;0.049;8;NA;NA;NA
2021;gualeguaychu;325;3;0.046;4;NA;NA;NA
2021;gualeguaychu;325;4;0.08;6;NA;NA;NA
2021;gualeguaychu;325;5;0.04;NA;NA;NA;NA
2021;gualeguaychu;325;6;0.061;NA;NA;NA;NA
2021;gualeguaychu;325;7;0.076;NA;NA;NA;NA
2021;gualeguaychu;325;8;0.063;NA;NA;NA;NA
2021;gualeguaychu;325;9;0.048;NA;NA;NA;NA
2021;gualeguaychu;325;10;0.06;NA;NA;NA;NA
2021;gualeguaychu;331;1;0.092;8;microspora;21;18
2021;gualeguaychu;331;2;0.096;7;microspora;22.5;22.5
2021;gualeguaychu;331;3;0.018;5;microspora;19.5;19.5
2021;gualeguaychu;331;4;0.093;8;microspora;22.5;18
2021;gualeguaychu;331;5;0.097;7;microspora;24;21
2021;gualeguaychu;331;6;0.0116;8;microspora;22.5;22.5
2021;gualeguaychu;331;7;0.013;8;microspora;22.5;22.5
2021;gualeguaychu;331;8;0.0127;7;microspora;25.5;18
2021;gualeguaychu;331;9;0.017;5;microspora;22.5;22.5
2021;gualeguaychu;331;10;0.0124;8;microspora;24;21
2021;gualeguaychu;337;1;0.092;5;microspora;24;22.5
2021;gualeguaychu;337;2;0.0112;5;microspora;25.5;22.5
2021;gualeguaychu;337;3;0.0127;3;microspora;24;22.5
2021;gualeguaychu;337;4;0.081;8;microspora;24;22.5
2021;gualeguaychu;337;5;0.066;6;microspora;22.5;21
2021;gualeguaychu;337;6;0.0122;5;microspora;24;21
2021;gualeguaychu;337;7;0.086;7;microspora;22.5;19.5
2021;gualeguaychu;337;8;0.098;5;microspora;27;16.5
2021;gualeguaychu;337;9;0.0116;6;microspora;22.5;16.5
2021;gualeguaychu;337;10;0.0117;6;microspora;24;19.5
2021;gualeguaychu;348;1;0.093;5;NA;NA;NA
2021;gualeguaychu;348;2;0.093;4;NA;NA;NA
2021;gualeguaychu;348;3;0.014;4;NA;NA;NA
2021;gualeguaychu;348;4;0.096;4;NA;NA;NA
2021;gualeguaychu;348;5;0.011;3;NA;NA;NA
2021;gualeguaychu;348;6;0.0114;4;NA;NA;NA
2021;gualeguaychu;348;7;0.0111;2;NA;NA;NA
2021;gualeguaychu;348;8;0.0112;6;NA;NA;NA
2021;gualeguaychu;348;9;0.013;4;NA;NA;NA
2021;gualeguaychu;348;10;0.016;4;NA;NA;NA
2021;gualeguaychu;357;1;0.044;3;NA;NA;NA
2021;gualeguaychu;357;2;0.051;5;NA;NA;NA
2021;gualeguaychu;357;3;0.052;6;NA;NA;NA
2021;gualeguaychu;357;4;0.053;3;NA;NA;NA
2021;gualeguaychu;357;5;0.068;5;NA;NA;NA
2021;gualeguaychu;357;6;0.047;NA;NA;NA;NA
2021;gualeguaychu;357;7;0.087;NA;NA;NA;NA
2021;gualeguaychu;357;8;0.099;NA;NA;NA;NA
2021;gualeguaychu;357;9;0.073;NA;NA;NA;NA
2021;gualeguaychu;357;10;0.045;NA;NA;NA;NA
2021;gualeguaychu;359;1;0.028;NA;NA;NA;NA
2021;gualeguaychu;359;2;0.034;NA;NA;NA;NA
2021;gualeguaychu;359;3;0.059;NA;NA;NA;NA
2021;gualeguaychu;359;4;0.032;NA;NA;NA;NA
2021;gualeguaychu;359;5;0.028;NA;NA;NA;NA
2021;gualeguaychu;359;6;0.039;NA;NA;NA;NA
2021;gualeguaychu;362;1;0.041;4;NA;NA;NA
2021;gualeguaychu;362;2;0.043;3;NA;NA;NA
2021;gualeguaychu;362;3;0.034;3;NA;NA;NA
2021;gualeguaychu;362;4;0.037;4;NA;NA;NA
2021;gualeguaychu;362;5;0.032;2;NA;NA;NA
2021;gualeguaychu;362;6;0.043;4;NA;NA;NA
2021;gualeguaychu;362;7;0.034;4;NA;NA;NA
2021;gualeguaychu;362;8;0.033;3;NA;NA;NA
2021;gualeguaychu;362;9;0.074;4;NA;NA;NA
2021;gualeguaychu;362;10;0.049;4;NA;NA;NA
2021;gualeguaychu;363;1;0.09;5;microspora;22.5;22.5
2021;gualeguaychu;363;2;0.0113;6;microspora;27;22.5
2021;gualeguaychu;363;3;0.0127;4;microspora;18;15
2021;gualeguaychu;363;4;0.011;2;microspora;24;24
2021;gualeguaychu;363;5;0.0131;4;microspora;22.5;21
2021;gualeguaychu;363;6;0.0125;4;microspora;22.5;19.5
2021;gualeguaychu;363;7;0.065;5;microspora;24;21
2021;gualeguaychu;363;8;0.019;4;microspora;22.5;19.5
2021;gualeguaychu;363;9;0.0113;7;microspora;24;24
2021;gualeguaychu;363;10;0.059;6;microspora;27;22.5
2021;gualeguaychu;364;1;0.047;7;NA;NA;NA
2021;gualeguaychu;364;2;0.07;5;NA;NA;NA
2021;gualeguaychu;364;3;0.085;4;NA;NA;NA
2021;gualeguaychu;364;4;0.068;5;NA;NA;NA
2021;gualeguaychu;364;5;0.061;5;NA;NA;NA
2021;gualeguaychu;364;6;0.056;6;NA;NA;NA
2021;gualeguaychu;364;7;0.068;6;NA;NA;NA
2021;gualeguaychu;364;8;0.079;4;NA;NA;NA
2021;gualeguaychu;364;9;0.092;6;NA;NA;NA
2021;gualeguaychu;364;10;0.056;4;NA;NA;NA
2021;gualeguaychu;390;1;0.076;NA;microspora;22.5;22.5
2021;gualeguaychu;390;2;0.07;NA;microspora;22.5;22.5
2021;gualeguaychu;390;3;0.072;NA;microspora;22.5;22.5
2021;gualeguaychu;390;4;0.018;NA;microspora;22.5;15
2021;gualeguaychu;390;5;0.017;NA;microspora;22.5;22.5
2021;gualeguaychu;390;6;0.091;NA;microspora;22.5;18
2021;gualeguaychu;390;7;0.097;NA;microspora;21;15
2021;gualeguaychu;390;8;0.0124;NA;microspora;22.5;15
2021;gualeguaychu;390;9;0.091;NA;microspora;25.5;22.5
2021;gualeguaychu;390;10;0.092;NA;microspora;18;16.5
2021;gualeguaychu;392;1;0.052;NA;microspora;22.5;15
2021;gualeguaychu;392;2;0.065;NA;microspora;19.5;15
2021;gualeguaychu;392;3;0.098;NA;microspora;21;21
2021;gualeguaychu;392;4;0.011;NA;microspora;21;15
2021;gualeguaychu;392;5;0.0118;NA;microspora;18;18
2021;gualeguaychu;392;6;0.098;NA;microspora;22.5;15
2021;gualeguaychu;392;7;0.018;NA;microspora;21;15
2021;gualeguaychu;392;8;0.0115;NA;microspora;19.5;16.5
2021;gualeguaychu;392;9;0.08;NA;microspora;21;18
2021;gualeguaychu;392;10;0.0114;NA;microspora;21;15
2021;gualeguaychu;393;1;0.096;NA;NA;NA;NA
2021;gualeguaychu;393;2;0.013;NA;NA;NA;NA
2021;gualeguaychu;393;3;0.015;NA;NA;NA;NA
2021;gualeguaychu;393;4;0.019;NA;NA;NA;NA
2021;gualeguaychu;393;5;0.086;NA;NA;NA;NA
2021;gualeguaychu;393;6;0.09;NA;NA;NA;NA
2021;gualeguaychu;393;7;0.065;NA;NA;NA;NA
2021;gualeguaychu;393;8;0.015;NA;NA;NA;NA
2021;gualeguaychu;393;9;0.0111;NA;NA;NA;NA
2021;gualeguaychu;393;10;0.0121;NA;NA;NA;NA
2021;gualeguaychu;395;1;0.076;NA;microspora;18;15
2021;gualeguaychu;395;2;0.076;NA;microspora;21;18
2021;gualeguaychu;395;3;0.062;NA;microspora;30;22.5
2021;gualeguaychu;395;4;0.087;NA;microspora;18;12
2021;gualeguaychu;395;5;0.053;NA;microspora;22.5;13.5
2021;gualeguaychu;395;6;0.057;NA;microspora;19.5;19.5
2021;gualeguaychu;395;7;0.082;NA;microspora;18;12
2021;gualeguaychu;395;8;0.018;NA;microspora;22.5;15
2021;gualeguaychu;395;9;0.073;NA;microspora;22.5;15
2021;gualeguaychu;395;10;0.017;NA;microspora;22.5;15
2021;gualeguaychu;396;1;NA;NA;microspora;22.5;22.5
2021;gualeguaychu;396;2;NA;NA;microspora;24;15
2021;gualeguaychu;396;3;NA;NA;microspora;22.5;22.5
2021;gualeguaychu;396;4;NA;NA;microspora;27;22.5
2021;gualeguaychu;396;5;NA;NA;microspora;24;24
2021;gualeguaychu;396;6;NA;NA;microspora;24;22.5
2021;gualeguaychu;396;7;NA;NA;microspora;27;22.5
2021;gualeguaychu;396;8;NA;NA;microspora;24;22.5
2021;gualeguaychu;396;9;NA;NA;microspora;22.5;22.5
2021;gualeguaychu;396;10;NA;NA;microspora;22.5;22.5
2022;concordia;154;1;0.017;6;grano de polen;13.5;13.5
2022;concordia;154;2;0.0217;6;grano de polen;13.5;15
2022;concordia;154;3;0.0173;7;grano de polen;15;13.5
2022;concordia;154;4;0.024;6;grano de polen;15;15
2022;concordia;154;5;0.0124;7;grano de polen;13.5;13.5
2022;concordia;154;6;0.0182;11;grano de polen;15;13.5
2022;concordia;154;7;0.0141;6;grano de polen;13.5;13.5
2022;concordia;154;8;0.0167;6;grano de polen;15;15
2022;concordia;154;9;0.026;8;grano de polen;15;13.5
2022;concordia;154;10;0.0146;6;grano de polen;13.5;13.5
2022;concordia;156;1;0.0176;4;microespora;19.5;18
2022;concordia;156;2;0.0172;4;microespora;18;19.5
2022;concordia;156;3;0.016;4;microespora;19.5;15
2022;concordia;156;4;0.0217;6;microespora;18;15
2022;concordia;156;5;0.0166;5;microespora;18;15
2022;concordia;156;6;0.0193;4;microespora;18;18
2022;concordia;156;7;0.019;4;microespora;21;18
2022;concordia;156;8;0.0155;4;microespora;19.5;16.5
2022;concordia;156;9;0.017;4;microespora;18;16.5
2022;concordia;156;10;0.025;6;NA;NA;NA
2022;concordia;161;1;0.0155;3;grano de polen;21;21
2022;concordia;161;2;0.0147;2;grano de polen;18;19.5
2022;concordia;161;3;0.0148;3;grano de polen;18;16.5
2022;concordia;161;4;0.0127;2;grano de polen;18;16.5
2022;concordia;161;5;0.0142;3;grano de polen;18;18
2022;concordia;161;6;0.0199;0;grano de polen;19.5;18
2022;concordia;161;7;0.0152;2;grano de polen;19.5;18
2022;concordia;161;8;0.0165;4;grano de polen;19.5;18
2022;concordia;161;9;0.0147;3;grano de polen;19.5;18
2022;concordia;161;10;0.0132;3;grano de polen;18;16.5
2022;concordia;171;1;0.0141;3;grano de polen;16.5;18
2022;concordia;171;2;0.0139;4;grano de polen;16.5;16.5
2022;concordia;171;3;0.0142;2;grano de polen;18;16.5
2022;concordia;171;4;0.014;3;grano de polen;19.5;18
2022;concordia;171;5;0.0145;3;grano de polen;16.5;18
2022;concordia;171;6;0.0124;3;grano de polen;16.5;15
2022;concordia;171;7;0.0178;3;grano de polen;18;16.5
2022;concordia;171;8;0.0146;4;grano de polen;18;18
2022;concordia;171;9;0.0156;4;grano de polen;16.5;15
2022;concordia;171;10;0.0145;4;grano de polen;16.5;16.5
2022;concordia;174;1;0.0134;5;grano de polen;13.5;13.5
2022;concordia;174;2;0.0154;6;grano de polen;12;12
2022;concordia;174;3;0.0158;5;grano de polen;12;12
2022;concordia;174;4;0.0155;4;grano de polen;13.5;13.5
2022;concordia;174;5;0.0158;4;grano de polen;13.5;13.5
2022;concordia;174;6;0.0148;6;grano de polen;15;13.5
2022;concordia;174;7;0.0161;4;grano de polen;13.5;12
2022;concordia;174;8;0.013;6;grano de polen;15;12
2022;concordia;174;9;0.0148;5;grano de polen;12;10.5
2022;concordia;174;10;0.0151;5;grano de polen;13.5;13.5
2022;concordia;175;1;0.063;7;microespora;13.5;15
2022;concordia;175;2;0.089;7;microespora;15;15
2022;concordia;175;3;0.06;7;microespora;15;15
2022;concordia;175;4;0.057;8;microespora;18;15
2022;concordia;175;5;0.088;2;microespora;16.5;15
2022;concordia;175;6;NA;8;microespora;15;13.5
2022;concordia;175;7;NA;6;microespora;16.5;16.5
2022;concordia;175;8;NA;6;microespora;15;15
2022;concordia;175;9;NA;6;microespora;15;13.5
2022;concordia;175;10;NA;7;microespora;15;15
2022;concordia;178;1;0.071;4;NA;NA;NA
2022;concordia;178;2;0.05;5;NA;NA;NA
2022;concordia;178;3;0.058;4;NA;NA;NA
2022;concordia;178;4;0.085;6;NA;NA;NA
2022;concordia;178;5;0.061;6;NA;NA;NA
2022;concordia;178;6;NA;6;NA;NA;NA
2022;concordia;178;7;NA;3;NA;NA;NA
2022;concordia;185;1;0.0121;2;NA;NA;NA
2022;concordia;185;2;0.069;6;NA;NA;NA
2022;concordia;185;3;0.092;2;NA;NA;NA
2022;concordia;185;4;0.065;0;NA;NA;NA
2022;concordia;185;5;NA;0;NA;NA;NA
2022;concordia;185;6;NA;0;NA;NA;NA
2022;concordia;185;7;NA;5;NA;NA;NA
2022;concordia;190;1;0.09;5;microespora;15;15
2022;concordia;190;2;0.012;4;microespora;13.5;13.5
2022;concordia;190;3;0.011;5;microespora;15;13.5
2022;concordia;190;4;0.091;4;microespora;16.5;15
2022;concordia;190;5;0.088;5;microespora;15;13.5
2022;concordia;190;6;NA;6;microespora;13.5;13.5
2022;concordia;190;7;NA;4;microespora;13.5;13.5
2022;concordia;190;8;NA;4;microespora;18;16.5
2022;concordia;190;9;NA;5;microespora;15;13.5
2022;concordia;190;10;NA;4;microespora;13.5;13.5
2022;concordia;193;1;0.0125;6;microespora;16.5;15
2022;concordia;193;2;0.012;5;microespora;15;15
2022;concordia;193;3;0.015;6;microespora;13.5;15
2022;concordia;193;4;0.098;6;microespora;16.5;15
2022;concordia;193;5;0.096;6;microespora;16.5;16.5
2022;concordia;193;6;NA;0;microespora;13.5;13.5
2022;concordia;193;7;NA;5;microespora;10.5;12
