year;site;phenotype;id;ps_flor;n_ovu;polen_type;max_polen;min_polen
2022;concordia;193;8;NA;5;microespora;15;15
2022;concordia;193;9;NA;5;microespora;15;15
2022;concordia;193;10;NA;6;microespora;16.5;15
2022;concordia;197;1;0.015;4;microespora;13.5;13.5
2022;concordia;197;2;0.078;4;microespora;12;12
2022;concordia;197;3;0.086;4;microespora;15;13.5
2022;concordia;197;4;0.0118;4;microespora;13.5;13.5
2022;concordia;197;5;0.097;3;microespora;13.5;12
2022;concordia;197;6;0.093;4;microespora;13.5;12
2022;concordia;197;7;0.015;3;microespora;15;13.5
2022;concordia;197;8;0.088;4;microespora;13.5;10.5
2022;concordia;197;9;0.0139;4;microespora;12;12
2022;concordia;197;10;0.06;4;microespora;15;15
2022;concordia;198;1;0.0121;2;microespora;15;15
2022;concordia;198;2;0.0172;5;microespora;16.5;15
2022;concordia;198;3;0.0133;5;microespora;16.5;15
2022;concordia;198;4;0.0166;6;microespora;15;13.5
2022;concordia;198;5;0.0143;6;microespora;16.5;15
2022;concordia;198;6;0.0142;7;microespora;15;15
2022;concordia;198;7;0.0181;5;microespora;16.5;15
2022;concordia;198;8;0.0165;6;microespora;15;15
2022;concordia;198;9;0.0152;3;microespora;15;15
2022;concordia;198;10;0.0133;6;microespora;16.5;15
2022;concordia;199;1;0.0138;8;microespora;16.5;15
2022;concordia;199;2;0.0126;6;microespora;15;13.5
2022;concordia;199;3;0.0142;6;microespora;16.5;13.5
2022;concordia;199;4;0.0144;5;microespora;18;15
2022;concordia;199;5;0.0134;6;microespora;16.5;15
2022;concordia;199;6;0.014;7;microespora;16.5;15
2022;concordia;199;7;0.0157;8;microespora;16.5;16.5
2022;concordia;199;8;0.0149;6;microespora;15;15
2022;concordia;199;9;0.0151;8;microespora;16.5;15
2022;concordia;199;10;0.0165;5;microespora;16.5;16.5
2022;concordia;208;1;0.085;2;microespora;15;15
2022;concordia;208;2;0.059;6;microespora;13.5;13.5
2022;concordia;208;3;0.053;5;microespora;15;12
2022;concordia;208;4;0.073;4;microespora;13.5;13.5
2022;concordia;208;5;0.096;5;microespora;13.5;12
2022;concordia;208;6;NA;5;microespora;13.5;13.5
2022;concordia;208;7;NA;5;microespora;16.5;15
2022;concordia;208;8;NA;5;microespora;15;15
2022;concordia;208;9;NA;4;microespora;13.5;15
2022;concordia;208;10;NA;3;microespora;13.5;13.5
2022;concordia;221;1;0.0121;5;microespora;18;16.5
2022;concordia;221;2;0.0144;5;microespora;18;16.5
2022;concordia;221;3;0.0122;4;microespora;18;16.5
2022;concordia;221;4;0.013;4;microespora;16.5;16.5
2022;concordia;221;5;0.0133;6;microespora;18;16.5
2022;concordia;221;6;0.097;5;microespora;18;16.5
2022;concordia;221;7;0.0113;4;microespora;18;18
2022;concordia;221;8;0.0126;6;microespora;16.5;16.5
2022;concordia;221;9;0.0118;4;microespora;18;16.5
2022;concordia;221;10;0.018;5;microespora;18;15
2022;concordia;222;1;0.085;4;microespora;15;16.5
2022;concordia;222;2;0.086;5;microespora;18;16.5
2022;concordia;222;3;0.094;4;microespora;16.5;16.5
2022;concordia;222;4;0.0134;3;microespora;18;16.5
2022;concordia;222;5;0.015;4;microespora;18;15
2022;concordia;222;6;0.013;4;microespora;16.5;16.5
2022;concordia;222;7;0.098;4;microespora;18;16.5
2022;concordia;222;8;0.082;3;microespora;18;16.5
2022;concordia;222;9;0.015;4;microespora;16.5;15
2022;concordia;222;10;0.014;4;microespora;18;16.5
2022;concordia;223;1;0.0122;4;microespora;13.5;13.5
2022;concordia;223;2;0.0176;5;microespora;15;13.5
2022;concordia;223;3;0.0178;4;microespora;13.5;12
2022;concordia;223;4;0.0197;6;microespora;15;15
2022;concordia;223;5;0.0149;5;microespora;13.5;13.5
2022;concordia;223;6;0.025;5;microespora;13.5;13.5
2022;concordia;223;7;0.0287;4;microespora;13.5;13.5
2022;concordia;223;8;0.019;5;microespora;13.5;13.5
2022;concordia;223;9;0.0196;6;microespora;13.5;13.5
2022;concordia;223;10;NA;3;microespora;15;13.5
2022;palmar;271;1;0.0131;5;grano de polen;13.5;15
2022;palmar;271;2;0.0117;6;grano de polen;15;13.5
2022;palmar;271;3;0.013;5;grano de polen;13.5;13.5
2022;palmar;271;4;0.015;4;grano de polen;13.5;12
2022;palmar;271;5;0.012;3;grano de polen;15;13.5
2022;palmar;271;6;NA;4;grano de polen;13.5;13.5
2022;palmar;271;7;NA;4;grano de polen;16.5;15
2022;palmar;271;8;NA;5;grano de polen;13.5;13.5
2022;palmar;271;9;NA;5;grano de polen;13.5;12
2022;palmar;271;10;NA;4;grano de polen;15;13.5
2022;palmar;272;1;0.0141;7;grano de polen;16.5;16.5
2022;palmar;272;2;0.0157;9;grano de polen;16.5;18
2022;palmar;272;3;0.0169;7;grano de polen;15;13.5
2022;palmar;272;4;0.018;6;grano de polen;21;19.5
2022;palmar;272;5;0.0119;6;grano de polen;16.5;16.5
2022;palmar;272;6;NA;8;grano de polen;15;16.5
2022;palmar;272;7;NA;7;grano de polen;18;18
2022;palmar;272;8;NA;6;grano de polen;15;15
2022;palmar;272;9;NA;9;grano de polen;16.5;16.5
2022;palmar;272;10;NA;7;grano de polen;18;16.5
2022;palmar;274;1;0.068;5;grano de polen;16.5;13.5
2022;palmar;274;2;0.074;5;grano de polen;16.5;15
2022;palmar;274;3;0.076;5;grano de polen;16.5;13.5
2022;palmar;274;4;0.0134;5;grano de polen;15;15
2022;palmar;274;5;0.07;2;grano de polen;12;13.5
2022;palmar;274;6;NA;4;grano de polen;12;10.5
2022;palmar;274;7;NA;7;grano de polen;12;12
2022;palmar;274;8;NA;5;grano de polen;15;15
2022;palmar;274;9;NA;6;grano de polen;15;13.5
2022;palmar;274;10;NA;5;grano de polen;12;12
2022;palmar;276;1;0.087;6;grano de polen;13.5;13.5
2022;palmar;276;2;0.017;6;grano de polen;16.5;16.5
2022;palmar;276;3;0.097;6;grano de polen;15;13.5
2022;palmar;276;4;0.01;7;grano de polen;15;13.5
2022;palmar;276;5;0.0137;9;grano de polen;15;13.5
2022;palmar;276;6;NA;8;grano de polen;13.5;15
2022;palmar;276;7;NA;6;grano de polen;15;13.5
2022;palmar;276;8;NA;6;grano de polen;16.5;15
2022;palmar;276;9;NA;6;grano de polen;15;12
2022;palmar;276;10;NA;6;grano de polen;15;15
2022;palmar;280;1;0.019;4;grano de polen;15;15
2022;palmar;280;2;0.0121;3;grano de polen;13.5;13.5
2022;palmar;280;3;0.01;3;grano de polen;15;16.5
2022;palmar;280;4;0.0119;4;grano de polen;16.5;15
2022;palmar;280;5;0.0121;3;grano de polen;16.5;16.5
2022;palmar;280;6;NA;3;grano de polen;16.5;15
2022;palmar;280;7;NA;2;grano de polen;15;16.5
2022;palmar;280;8;NA;4;grano de polen;15;16.5
2022;palmar;280;9;NA;3;grano de polen;15;15
2022;palmar;280;10;NA;4;grano de polen;15;15
2022;palmar;284;1;0.0153;8;grano de polen;15;16.5
2022;palmar;284;2;0.012;4;grano de polen;16.5;15
2022;palmar;284;3;0.014;4;grano de polen;15;15
2022;palmar;284;4;0.0146;4;grano de polen;15;13.5
2022;palmar;284;5;0.0128;7;grano de polen;13.5;13.5
2022;palmar;284;6;NA;6;grano de polen;15;16.5
2022;palmar;284;7;NA;5;grano de polen;13.5;15
2022;palmar;284;8;NA;6;grano de polen;15;13.5
2022;palmar;284;9;NA;5;grano de polen;16.5;15
2022;palmar;284;10;NA;3;grano de polen;16.5;15
2022;palmar;288;1;NA;4;microespora;13.5;13.5
2022;palmar;288;2;NA;3;microespora;15;13.5
2022;palmar;288;3;NA;3;microespora;15;12
2022;palmar;288;4;NA;5;microespora;15;12
2022;palmar;288;5;NA;5;microespora;12;13.5
2022;palmar;288;6;NA;4;microespora;12;13.5
2022;palmar;288;7;NA;5;microespora;12;12
2022;palmar;288;8;NA;7;microespora;13.5;12
2022;palmar;288;9;NA;6;microespora;12;12
2022;palmar;288;10;NA;7;microespora;10.5;13.5
2022;palmar;289;1;NA;4;microespora;13.5;13.5
2022;palmar;289;2;NA;4;microespora;15;13.5
2022;palmar;289;3;NA;3;microespora;15;13.5
2022;palmar;289;4;NA;3;microespora;13.5;12
2022;palmar;289;5;NA;3;microespora;15;13.5
2022;palmar;289;6;NA;4;microespora;15;13.5
2022;palmar;289;7;NA;4;microespora;15;13.5
2022;palmar;289;8;NA;3;microespora;13.5;13.5
2022;palmar;289;9;NA;4;microespora;12;13.5
2022;palmar;289;10;NA;2;microespora;12;12
2022;gualeguaychu;305;1;0.023;5;grano de polen;15;13.5
2022;gualeguaychu;305;2;0.01711;5;grano de polen;16.5;15
2022;gualeguaychu;305;3;0.0175;3;grano de polen;15;15
2022;gualeguaychu;305;4;0.0214;5;grano de polen;13.5;13.5
2022;gualeguaychu;305;5;0.013;6;grano de polen;15;13.5
2022;gualeguaychu;305;6;0.0185;7;grano de polen;16.5;15
2022;gualeguaychu;305;7;0.0241;5;grano de polen;15;15
2022;gualeguaychu;305;8;0.0187;5;grano de polen;16.5;15
2022;gualeguaychu;305;9;0.0158;8;grano de polen;15;15
2022;gualeguaychu;305;10;0.0185;NA;grano de polen;18;15
2022;gualeguaychu;306;1;0.013;4;grano de polen;15;15
2022;gualeguaychu;306;2;0.0112;6;grano de polen;15;13.5
2022;gualeguaychu;306;3;0.0139;4;grano de polen;15;15
2022;gualeguaychu;306;4;0.01;6;grano de polen;15;15
2022;gualeguaychu;306;5;0.0127;3;grano de polen;16.5;15
2022;gualeguaychu;306;6;0.018;3;grano de polen;18;15
2022;gualeguaychu;306;7;0.01;4;grano de polen;16.5;15
2022;gualeguaychu;306;8;0.0113;9;grano de polen;16.5;15
2022;gualeguaychu;306;9;0.0122;3;grano de polen;15;13.5
2022;gualeguaychu;306;10;0.012;5;grano de polen;15;15
2022;gualeguaychu;321;1;0.0132;8;grano de polen;13.5;12
2022;gualeguaychu;321;2;0.0159;6;grano de polen;13.5;13.5
2022;gualeguaychu;321;3;0.0123;7;grano de polen;13.5;13.5
2022;gualeguaychu;321;4;0.0173;5;grano de polen;15;15
2022;gualeguaychu;321;5;0.0148;4;grano de polen;15;13.5
2022;gualeguaychu;321;6;0.0162;4;grano de polen;13.5;12
2022;gualeguaychu;321;7;0.0176;5;grano de polen;13.5;13.5
2022;gualeguaychu;321;8;0.0153;7;grano de polen;13.5;15
2022;gualeguaychu;321;9;0.0123;7;grano de polen;13.5;13.5
2022;gualeguaychu;321;10;0.0153;6;grano de polen;13.5;13.5
2022;gualeguaychu;324;1;0.0112;7;grano de polen;13.5;13.5
2022;gualeguaychu;324;2;0.0133;5;grano de polen;13.5;12
2022;gualeguaychu;324;3;0.011;7;grano de polen;13.5;13.5
2022;gualeguaychu;324;4;0.0131;4;grano de polen;15;13.5
2022;gualeguaychu;324;5;0.0123;7;grano de polen;15;13.5
2022;gualeguaychu;324;6;0.0142;7;grano de polen;15;13.5
2022;gualeguaychu;324;7;0.0114;6;grano de polen;13.5;13.5
2022;gualeguaychu;324;8;0.0142;7;grano de polen;15;13.5
2022;gualeguaychu;324;9;0.0181;9;grano de polen;12;13.5
2022;gualeguaychu;324;10;0.0115;7;grano de polen;13.5;15
2022;gualeguaychu;325;1;0.0115;8;micropora;18;16.5
2022;gualeguaychu;325;2;0.08;11;micropora;15;13.5
2022;gualeguaychu;325;3;0.0125;7;micropora;16.5;15
2022;gualeguaychu;325;4;0.091;8;micropora;15;15
2022;gualeguaychu;325;5;0.0114;8;micropora;15;13.5
2022;gualeguaychu;325;6;0.0123;12;micropora;18;15
2022;gualeguaychu;325;7;0.013;5;micropora;18;16.5
2022;gualeguaychu;325;8;0.014;6;micropora;18;16.5
2022;gualeguaychu;325;9;NA;6;micropora;15;13.5
2022;gualeguaychu;325;10;NA;8;micropora;16.5;15
2022;gualeguaychu;331;1;0.0133;7;grano de polen;18;18
2022;gualeguaychu;331;2;0.0151;7;grano de polen;16.5;16.5
2022;gualeguaychu;331;3;0.0161;5;grano de polen;16.5;15
2022;gualeguaychu;331;4;0.0144;1;grano de polen;18;16.5
2022;gualeguaychu;331;5;0.0136;6;grano de polen;18;16.5
2022;gualeguaychu;331;6;0.0154;7;grano de polen;19.5;16.5
2022;gualeguaychu;331;7;0.014;0;grano de polen;18;16.5
2022;gualeguaychu;331;8;0.0167;3;grano de polen;16.5;16.5
2022;gualeguaychu;331;9;0.0144;1;grano de polen;16.5;15
2022;gualeguaychu;331;10;0.0142;3;grano de polen;16.5;16.5
2022;gualeguaychu;337;1;0.0121;5;grano de polen;13.5;13.5
2022;gualeguaychu;337;2;0.0113;4;grano de polen;13.5;13.5
2022;gualeguaychu;337;3;0.09;4;grano de polen;12;12
2022;gualeguaychu;337;4;0.0135;3;grano de polen;13.5;10.5
2022;gualeguaychu;337;5;0.0134;4;grano de polen;13.5;12
2022;gualeguaychu;337;6;0.0134;4;grano de polen;13.5;13.5
2022;gualeguaychu;337;7;0.0121;5;grano de polen;13.5;12
2022;gualeguaychu;337;8;0.017;3;grano de polen;15;13.5
2022;gualeguaychu;337;9;NA;3;grano de polen;15;13.5
2022;gualeguaychu;337;10;NA;6;grano de polen;13.5;13.5
2022;gualeguaychu;348;1;0.0194;4;grano de polen;15;13.5
2022;gualeguaychu;348;2;0.0163;2;grano de polen;16.5;15
2022;gualeguaychu;348;3;0.0186;6;grano de polen;18;16.5
2022;gualeguaychu;348;4;0.0216;3;grano de polen;16.5;13.5
2022;gualeguaychu;348;5;0.0181;2;grano de polen;15;15
2022;gualeguaychu;348;6;0.0175;4;grano de polen;16.5;15
2022;gualeguaychu;348;7;0.0189;2;grano de polen;18;18
2022;gualeguaychu;348;8;0.0125;3;grano de polen;18;16.5
2022;gualeguaychu;348;9;0.0161;4;grano de polen;15;15
2022;gualeguaychu;348;10;0.0143;5;grano de polen;15;15
2022;gualeguaychu;357;1;0.055;1;NA;NA;NA
2022;gualeguaychu;357;2;0.052;3;NA;NA;NA
2022;gualeguaychu;357;3;0.088;4;NA;NA;NA
2022;gualeguaychu;357;4;0.067;1;NA;NA;NA
2022;gualeguaychu;357;5;0.07;3;NA;NA;NA
2022;gualeguaychu;357;6;NA;2;NA;NA;NA
2022;gualeguaychu;357;7;NA;5;NA;NA;NA
2022;gualeguaychu;357;8;NA;1;NA;NA;NA
2022;gualeguaychu;357;9;NA;2;NA;NA;NA
2022;gualeguaychu;357;10;NA;5;NA;NA;NA
2022;gualeguaychu;359;1;0.069;2;microespora;15;13.5
2022;gualeguaychu;359;2;0.057;3;microespora;15;13.5
2022;gualeguaychu;359;3;0.079;4;microespora;16.5;16.5
2022;gualeguaychu;359;4;0.069;4;microespora;16.5;15
2022;gualeguaychu;359;5;0.044;2;microespora;16.5;15
2022;gualeguaychu;359;6;NA;2;microespora;15;15
2022;gualeguaychu;359;7;NA;4;microespora;13.5;13.5
2022;gualeguaychu;359;8;NA;2;microespora;15;13.5
2022;gualeguaychu;359;9;NA;0;microespora;12;12
2022;gualeguaychu;359;10;NA;4;microespora;15;13.5
2022;gualeguaychu;362;1;0.0116;4;grano de polen;15;15
2022;gualeguaychu;362;2;0.074;5;grano de polen;15;13.5
2022;gualeguaychu;362;3;0.017;3;grano de polen;15;15
2022;gualeguaychu;362;4;0.012;6;grano de polen;15;15
2022;gualeguaychu;362;5;0.01;1;grano de polen;15;15
2022;gualeguaychu;362;6;0.0121;3;grano de polen;15;15
2022;gualeguaychu;362;7;0.0119;5;grano de polen;15;13.5
2022;gualeguaychu;362;8;0.081;6;grano de polen;16.5;13.5
2022;gualeguaychu;362;9;NA;4;grano de polen;16.5;16.5
2022;gualeguaychu;362;10;NA;6;grano de polen;15;15
2022;gualeguaychu;363;1;0.04;NA;NA;NA;NA
2022;gualeguaychu;363;2;0.066;NA;NA;NA;NA
2022;gualeguaychu;363;3;0.086;NA;NA;NA;NA
2022;gualeguaychu;363;4;0.054;NA;NA;NA;NA
2022;gualeguaychu;363;5;0.051;NA;NA;NA;NA
2022;gualeguaychu;363;6;NA;NA;NA;NA;NA
2022;gualeguaychu;363;7;NA;NA;NA;NA;NA
2022;gualeguaychu;363;8;NA;NA;NA;NA;NA
2022;gualeguaychu;363;9;NA;NA;NA;NA;NA
2022;gualeguaychu;363;10;NA;NA;NA;NA;NA
2022;gualeguaychu;364;1;0.0149;6;microespora;16.5;16.5
2022;gualeguaychu;364;2;0.0123;5;microespora;15;13.5
2022;gualeguaychu;364;3;0.0177;5;microespora;16.5;16.5
2022;gualeguaychu;364;4;0.0147;4;microespora;16.5;15
2022;gualeguaychu;364;5;0.0146;5;microespora;15;15
2022;gualeguaychu;364;6;0.0119;4;microespora;18;18
2022;gualeguaychu;364;7;0.0166;4;microespora;16.5;15
2022;gualeguaychu;364;8;0.016;3;microespora;15;13.5
2022;gualeguaychu;364;9;0.0131;4;microespora;15;15
2022;gualeguaychu;364;10;0.0169;4;microespora;15;13.5
2022;gualeguaychu;390;1;0.0131;NA;NA;NA;NA
2022;gualeguaychu;390;2;0.0149;NA;NA;NA;NA
2022;gualeguaychu;390;3;0.0127;NA;NA;NA;NA
2022;gualeguaychu;390;4;0.075;NA;NA;NA;NA
2022;gualeguaychu;390;5;NA;NA;NA;NA;NA
2022;gualeguaychu;390;6;NA;NA;NA;NA;NA
2022;gualeguaychu;390;7;NA;NA;NA;NA;NA
2022;gualeguaychu;390;8;NA;NA;NA;NA;NA
2022;gualeguaychu;390;9;NA;NA;NA;NA;NA
2022;gualeguaychu;390;10;NA;NA;NA;NA;NA
2022;gualeguaychu;392;1;NA;3;grano de polen;13.5;13.5
2022;gualeguaychu;392;2;NA;6;grano de polen;13.5;12
2022;gualeguaychu;392;3;NA;5;grano de polen;15;13.5
2022;gualeguaychu;392;4;NA;5;grano de polen;15;15
2022;gualeguaychu;392;5;NA;6;grano de polen;13.5;13.5
2022;gualeguaychu;392;6;NA;5;grano de polen;13.5;13.5
2022;gualeguaychu;392;7;NA;6;grano de polen;13.5;13.5
2022;gualeguaychu;392;8;NA;4;grano de polen;13.5;13.5
2022;gualeguaychu;392;9;NA;4;grano de polen;15;15
2022;gualeguaychu;392;10;NA;4;grano de polen;13.5;13.5
2022;gualeguaychu;393;1;0.015;5;grano de polen;16.5;15
2022;gualeguaychu;393;2;0.0123;5;grano de polen;16.5;15
2022;gualeguaychu;393;3;0.0136;4;grano de polen;16.5;16.5
2022;gualeguaychu;393;4;0.0122;6;grano de polen;15;15
2022;gualeguaychu;393;5;0.0136;7;grano de polen;18;15
2022;gualeguaychu;393;6;0.0111;6;grano de polen;18;15
2022;gualeguaychu;393;7;0.012;5;grano de polen;15;15
2022;gualeguaychu;393;8;0.0153;5;grano de polen;18;18
2022;gualeguaychu;393;9;0.0133;4;grano de polen;18;16.5
2022;gualeguaychu;393;10;0.013;6;grano de polen;16.5;16.5
2022;gualeguaychu;395;1;0.061;8;grano de polen;16.5;13.5
2022;gualeguaychu;395;2;0.088;10;grano de polen;15;15
2022;gualeguaychu;395;3;0.061;10;grano de polen;16.5;15
2022;gualeguaychu;395;4;0.066;9;grano de polen;15;15
2022;gualeguaychu;395;5;0.082;11;grano de polen;15;13.5
2022;gualeguaychu;395;6;NA;10;grano de polen;15;12
2022;gualeguaychu;395;7;NA;10;grano de polen;15;13.5
2022;gualeguaychu;395;8;NA;5;grano de polen;13.5;13.5
2022;gualeguaychu;395;9;NA;8;grano de polen;15;15
2022;gualeguaychu;395;10;NA;0;grano de polen;16.5;16.5
2022;gualeguaychu;396;1;0.092;5;grano de polen;18;16.5
2022;gualeguaychu;396;2;0.014;3;grano de polen;16.5;15
2022;gualeguaychu;396;3;0.01;6;grano de polen;15;15
2022;gualeguaychu;396;4;0.013;3;grano de polen;16.5;15
2022;gualeguaychu;396;5;0.0111;6;grano de polen;18;16.5
2022;gualeguaychu;396;6;0.0115;8;grano de polen;16.5;15
2022;gualeguaychu;396;7;0.013;3;grano de polen;15;15
2022;gualeguaychu;396;8;0.0119;3;grano de polen;16.5;16.5
2022;gualeguaychu;396;9;0.0119;4;grano de polen;16.5;15
2022;gualeguaychu;396;10;0.0135;4;grano de polen;16.5;16.5
